Question,Answer A,Answer B,Answer C,Answer D,Answer E
Lo sfenoide è:,un osso che fa parte della base del cranio,un osso della mano,un osso del piede,un muscolo della faccia,un muscolo del torace
Che cos'è una vitamina?,Una sostanza fondamentale per l'organismo introdotta dall'esterno,Una sostanza sintetizzata dall'organismo,Una sostanza di riserva,Un antibiotico,Nessuna delle altre alternative è corretta
Il processo che serve ad accumulare energia utilizzando anidride carbonica e acqua e producendo ossigeno e glucosio è:,la fotosintesi,la respirazione anaerobica,nessuna delle altre alternative è corretta,la citodieresi,la respirazione aerobica
Quale delle seguenti molecole è una base azotata purinica?,Adenina,Uracile,Timina,Citosina,Citrullina
Quale delle seguenti affermazioni relative alla doppia elica del DNA è corretta?,Esiste un rapporto 1:1 tra le basi puriniche e le basi pirimidiniche,Una base purinica si appaia sempre con un'altra purina,Le basi puriniche sono sempre il 50%,La percentuale di adenina è uguale a quella di uracile,La percentuale di citosina è sempre uguale a quella di timina
Un codone viene definito come:,"una tripletta di basi, presente sull'mRNA, che codifica per uno specifico amminoacido",la sequenza di basi del DNA che codifica per una proteina,il nucleotide terminale in un frammento di DNA duplicato,"la tripletta di basi, presente sul tRNA, che identifica un amminoacido specifico",il gruppo (ossidrilico o fosfato) che si trova in posizione terminale di un frammento di DNA
I frammenti di Okazaki:,vengono sintetizzati dalla DNA polimerasi,vengono sintetizzati durante la trascrizione del DNA,vengono sintetizzati durante la traduzione,vengono sintetizzati dalla RNA polimerasi,vengono uniti dalla ligasi in un'unica catena di RNA
Nell'uomo le cellule epiteliali dello strato corneo non hanno nucleo e quindi:,non si possono più dividere,si dividono con modalità che ricordano quelle dei batteri,si possono dividere una sola volta,si dividono più lentamente delle cellule dello strato basale,non si ricambiano mai
Un ecosistema è:,sempre costituito da una componente biotica e da una abiotica in relazione tra loro,costituito dai soli individui della stessa specie che vivono in uno stesso territorio,costituito dalle sole popolazioni di organismi di specie diverse che vivono nello stesso ambiente,costituito solo dall'ambiente fisico in cui vivono popolazioni di organismi di specie diverse,il luogo specifico in cui vive una popolazione
Il criterio topografico di classificazione delle malattie identifica:,la parte/area anatomica interessata dalla malattia,un singolo tessuto o organo interessato dalla malattia,la funzione che viene alterata dalla malattia,la causa della malattia,"determinati gruppi di persone, che per determinate condizioni sono più esposte a una malattia"
Nell'anafase della prima divisione meiotica:,si separano i cromosomi omologhi,avviene il crossing over,si separano i cromatidi fratelli,si forma il fuso mitotico,si duplicano i cromosomi
Per anticodone si intende:,"una tripletta di basi presenti sul tRNA, in grado di legarsi a un codone dell'mRNA","una tripletta di basi presenti sull'mRNA, in grado di legarsi a un codone del tRNA","una tripletta di basi presenti sul DNA, in grado di legarsi a un codone dell'mRNA",una tripletta di basi presente in un introne,una tripletta di basi presente in un esone
Nella fotosintesi clorofilliana l'ossigeno:,è un prodotto della fase luminosa,è un prodotto della fase oscura,è un reagente della fase luminosa,è un reagente della fase oscura,viene prodotto durante il ciclo di Calvin
È chiamata epifisi:,l'estremità delle ossa lunghe,la parte centrale delle ossa lunghe,l'articolazione tra le ossa del cranio,un'articolazione che consente un ampio movimento,un'articolazione che consente un movimento limitato
Quale delle seguenti affermazioni riferite ai funghi è ERRATA?,Sono organismi autotrofi,Possono essere sia unicellulari sia pluricellulari,Possiedono il corpo a tallo,Possono riprodursi sia attraverso riproduzione sessuata che asessuata,Possono secernere sostanze che effettuano la digestione del materiale nutritizio
"Tra i processi evolutivi, il cambiamento graduale delle caratteristiche di una popolazione è detta:",anagenesi,speciazione allopatrica,speciazione simpatrica,cladogenesi,evoluzione convergente
Per stabilire se due organismi sono della stessa specie si deve tenere conto:,della capacità di riproduzione generando figli fertili,della dimensione,della capacità di riproduzione con organismi di altra specie,dell'aspetto esteriore,nessuna delle altre alternative è corretta
Un inibitore enzimatico è:,una molecola che si lega all'enzima diminuendone l'attività,una cellula che degrada enzimi,uno ione che modifica la struttura primaria dell'enzima,una molecola che fagocita l'enzima,una molecola che attiva una proteasi che degrada l'enzima
Le cellule eucariotiche e quelle procariotiche hanno delle caratteristiche comuni tra le quali NON figura:,la parete cellulare,la membrana cellulare,il materiale genetico,il citoplasma,la presenza di ribosomi
Il peptidoglicano che forma la parete cellulare dei batteri:,è formato da zuccheri e amminoacidi,è presente anche nella parete cellulare delle piante,è formato esclusivamente da zuccheri,è formato esclusivamente da amminoacidi,si trova esclusivamente sulla superficie interna della membrana cellulare
"Nelle piante di piselli il colore verde del baccello (V) è dominante sul colore giallo (v), mentre la forma rigonfia del baccello (B) è dominante sulla forma con strozzature (b). Incrociando un individuo con genotipo vvBb con uno con genotipo Vvbb, la probabilità che nascano piante con baccello giallo e con strozzature é:",1/4,3/4,3/16,1/16,9/16
I muscoli vengono stimolati alla contrazione da:,impulsi nervosi,ioni H+,metaboliti,enzimi,nessuna delle altre alternative è corretta
Le specie appartenenti alla stessa classe sono incluse:,nello stesso phylum,nella stessa specie,nello stesso ordine,nello stesso genere,nella stessa famiglia
L'unità strutturale e funzionale dei viventi è:,la cellula,il genoma,il DNA,l'RNA,la molecola
I recettori integrinici sono costituiti da:,una catena alfa e una catena beta,due catene beta,tre catene alfa,due catene alfa,due catene alfa e una catena beta
Quale fra i seguenti batteri appartiene al genere Clostridium?,Batterio del botulismo,Batterio della lebbra,Batterio della tubercolosi,Batterio del carbonchio,Nessuna delle risposte è corretta
II prodotto finale del catabolismo del gruppo amminico degli amminoacidi nei mammiferi è:,l'urea,l'ammoniaca,l'acido urico,l'acido ippurico,nessuna delle altre alternative è corretta
Nel rene la secrezione:,"elimina dal sangue alcuni farmaci, sostanze tossiche e ioni",avviene principalmente nel glomerulo,permette di recuperare acqua e alcuni soluti dal filtrato e di reimmetterli nel sangue,permette il passaggio di acqua attraverso le acquaporine,permette l'eliminazione del filtrato dal corpo
La sindrome di Turner è:,un'aneuploidia,una malattia autosomica recessiva,una malattia eterosomica recessiva,una malattia dominante,un caso di euploidia
Nei mitocondri:,avviene la respirazione cellulare,vengono sintetizzati carboidrati a 6 atomi di carbonio,avviene la fotosintesi clorofilliana,vengono demolite le sostanze di scarto,avviene la sintesi della cobalamina
Secondo la legge della dominanza di Mendel:,"la prole di un incrocio monoibrido manifesta il carattere di uno solo dei genitori, definito dominante","quando un individuo produce i gameti, i due alleli si separano e ogni gamete ne riceve una copia","durante la formazione dei gameti, la separazione degli alleli di un gene non influenza gli alleli di un altro gene","ogni carattere presenta solo un tratto, quello dominante",ogni carattere presenta solo il genotipo omozigote dominante
Nelle cellule di quali organismi NON sono presenti i mitocondri?,Procarioti,Protisti,Funghi,Animali,Piante
La fotosintesi avviene con luce:,dello spettro visibile,ultravioletta,infrarossa,solo verde,solo rossa
Le valvole atrio-ventricolari:,sono chiamate mitrale e tricuspide,sono chiamate mitrale e bicuspide,sono chiamate polmonare e aortica,impediscono al sangue di refluire nel ventricolo quando l'atrio si contrae,sono controllate dal sistema nervoso
"Nell'apparato respiratorio del corpo umano, quali strutture attraversa l'aria che arriva alla trachea per raggiungere i polmoni?","La trachea si divide inferiormente nei due bronchi, destro e sinistro, ognuno dei quali conduce l'aria a un polmone","Dalla trachea l'aria passa attraverso l'epiglottide ed entra nei bronchi, che la trasportano ai polmoni","Dalla trachea l'aria passa nella laringe che si divide inferiormente nei due bronchi, ognuno dei quali conduce l'aria a un polmone","Dalla trachea l'aria passa direttamente negli alveoli, che permettono gli scambi gassosi con i capillari presenti",Nessuna delle altre alternative è corretta
Le gimnosperme:,producono semi non protetti da un ovario,non producono semi,producono semi protetti da un frutto,sono piante non vascolari,si riproducono mediante spore
La crescita e le attività delle piante sono regolate da ormoni vegetali. Gli ormoni che promuovono l'allungamento del germoglio sono:,le auxine,le giberelline,l'acido abscissico,le citochine,l'etilene
Quale tra le seguenti affermazioni sull'apparato del Golgi è vera?,Possiede un lato cis e un lato trans,È il sito di immagazzinamento degli ioni calcio nelle cellule muscolari,È il sito di sintesi di diversi tipi di lipidi,Contiene enzimi per la demolizione dei perossidi,Contiene enzimi per la demolizione di sostanze tossiche come alcool e farmaci
Le tetradi si formano:,nella profase I della meiosi,nella profase II della meiosi,nell'anafase della mitosi,nell'anafase I della meiosi,nell'anafase II della meiosi
La riproduzione asessuale:,non richiede la presenza d'individui distinti,è tipica delle piante e degli animali,richiede la presenza d'individui distinti,è tipica degli animali,è meno diffusa nel regno vegetale che nel regno animale
Quale tra le seguenti affermazioni relative alla struttura dei muscoli striati è FALSA?,"L'attivazione dei muscoli striati è sempre controllata dal sistema nervoso autonomo e, dunque, sono involontari",I muscoli striati sono costituiti da fibre cilindriche e polinucleate,"Nei muscoli striati, miosina e actina sono organizzate rispettivamente in filamenti spessi e sottili",I movimenti dei muscoli striati sono controllati dal sistema nervoso centrale,Le fibre dei muscoli striati hanno un diametro medio di 10 - 100 µm
La definizione di tessuto è:,un gruppo di cellule simili organizzate in un'unità strutturale e funzionale,un gruppo di cellule identiche,un insieme di organi deputati alla stessa funzione,un insieme di cellule e di organi deputati alla stessa funzione,un gruppo di cellule simili deputate a funzione diverse
Durante la fosforilazione ossidativa:,l'energia liberata dal trasporto di elettroni viene usata per pompare ioni idrogeno nello spazio intermembrana contro gradiente,l'acqua è l'accettore finale di elettroni,l'acqua è il donatore di elettroni,i trasportatori di elettroni sono contenuti nella membrana esterna del mitocondrio,il passaggio contro gradiente degli ioni idrogeno è accoppiato alla sintesi di ATP dall'enzima ATP sintasi
Qual è la principale funzione dei villi intestinali?,Assorbimento,Digestione,Respirazione,Escrezione,Progressione del bolo alimentare
"Un individuo anziano può incorrere più facilmente in una frattura ossea rispetto a un individuo giovane. Sulla base di questo assunto, quale cellula si può presumere che riduca maggiormente la propria attività con l'invecchiamento?",L'osteoblasto,L'osteocita,L'osteoclasto,L'osteone,Il periostio
Gli streptococchi sono:,anaerobi facoltativi,aerobi obbligati,sempre patogeni,anaerobi obbligati,Autotrofi
Le catene pesanti immunoglobuliniche sono costituite:,da 1 dominio variabile e da 3 o 4 domini costanti,da 1 dominio variabile e 1 dominio costante,da 2 dominii variabili e 1 dominio costante,solo da domini costanti,solo da dominii variabili
Le fibre muscolari rosse:,hanno una bassa velocità di contrazione e alta resistenza all’affaticamento,usano la fermentazione come principale via per la produzione di ATP,sono poco vascolarizzate,non possiedono mioglobina,non sono in grado di svolgere la respirazione cellulare
Il ciclo di Calvin:,ha sede nello stroma dei cloroplasti,ha sede sulla membrana interna dei tilacoidi,avviene in otto fasi che si susseguono in maniera ciclica,ha la prima tappa catalizzata dall'enzima citrato sintasi,produce ATP e usa gli elettroni del NADH per ottenere molecole di glucosio a partire da CO2
Le giunzioni cellulari presenti tra le cellule vegetali sono:,i plasmodesmi,i desmosomi,le giunzioni occludenti,le giunzioni serrate,le giunzioni comunicanti
L'aterosclerosi è causata:,"da depositi di colesterolo nella parete interna delle arterie, che ne provoca l'indurimento",da coaguli di sangue che ostruiscono le arterie,da bolle di gas che ostruiscono le arterie,"da depositi di zuccheri nella parete interna delle arterie, che ne provocano l'indurimento","da depositi di proteine nella parete interna delle arterie, che ne provocano l'indurimento"
